#"Y(X), created by Plot Digitizer, 2.6.8"
#"Date: 7/18/16, 6:54:13 PM"
#
#
#40
#X,Y
0.977528,20.2888
1.01939,21.0117
1.10511,18.7390
1.13792,19.5700
1.18677,19.9680
1.26878,22.0994
1.35147,22.3896
1.39213,21.8848
1.42270,19.6469
1.50267,20.0091
1.60102,19.3967
1.64966,17.9172
1.73655,15.3190
1.88248,13.1907
2.03121,12.5786
2.18172,13.1577
2.30408,13.9170
2.44535,12.1854
2.55229,9.91192
2.81409,7.45908
2.88757,5.76285
3.33355,4.64675
3.53797,2.87903
3.53886,2.01260
4.01783,0.282414
4.46428,0.284651
5.26655,-2.81658
5.51692,-3.10441
5.92602,-2.70577
7.27829,0.656044
7.78496,1.12679
8.22408,0.839145
8.91392,-0.783718
9.33866,-1.43256
10.4203,-1.46633
11.5767,-1.03088
14.2902,-0.520988
17.9395,0.0253649
25.7719,0.646783
29.3671,0.866165
